NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości
3619;957;lubuskie;08100 Żagań;0810 żagański;Brzeźnica;Wichów;objęty ograniczeniami;51.7351615601;15.49698829;32;06.11.2020;06.11.2020;17.11.2020;P/20/52012;RT-PCR+;1;odstrzelony;samiec - 60 m - 95 kg;1;0;0;0
3620;115;podlaskie;20040 Grajewo;2004 grajewski;Rajgród;Ciszewo;objęty ograniczeniami;53.6451;22.6851;32;11.11.2020;12.11.2020;20.11.2020;P/20/52719;RT-PCR+;1;odstrzelony;samiec - 30 kg, 6 m-cy;0;0;0;0
3621;2223/162;mazowieckie;14180 Piaseczno;1418 piaseczyński;Piaseczno;Łbiska;objęty ograniczeniami;52.026638;21.010567;32;11.11.2020;12.11.2020;20.11.2020;P/20/52718;ELISA+IPT+;1;odstrzelony;1. samiec - 144 m - 146 kg;0;0;0;0
3622;2224/163;mazowieckie;14140 Nowy Dwór Mazowiecki;1414 nowodworski (mazowiecki);Czosnów;Czosnów;objęty ograniczeniami;52.39778;20.74056;32;09.11.2020;12.11.2020;22.11.2020;P/20/52889;RT-PCR+;1;padły/padłe;1. nie można okreslić. 12 m - 30 kg;0;0;1;1
3623;1267/2020;warmińsko-mazurskie;28130 Olecko;2813 olecki;Olecko;Możne;zagrożenia;54.056614;22.531117;30;09.11.2020;12.11.2020;20.11.2020;P/20/52559;RT-PCR+;1;padły/padłe;samiec - 6m - 15 kg;1;;;
3624;225;podkarpackie;18120 Nisko;1812 niżański;Jeżowe;Jeżowe;zagrożenia;50.379813;22.194802;32;16.11.2020;16.11.2020;20.11.2020;P/20/52521;ELISA+IPT+;1;odstrzelony;1. samiec - 10 miesięcy,45 kg;0;0;0;0
3625;226;podkarpackie;18040 Jarosław;1804 jarosławski;Jarosław;Jarosław;zagrożenia;50.076512;22.67507;32;12.11.2020;13.11.2020;20.11.2020;"P/20/52527;P/20/52531; P/20/52619";RT-PCR+;7;padły/padłe;1. nieokreślona ,6 mięsiecy, 50 kg                               2. samica - 6 miesięcy, 30 kg                                     3. samiec - 4  miesiace, 20 kg                                       4. samica - 6 miesięcy , 30 kg                                5. samiec - 6 miesięcy, 30 kg                  6. nieokreślona, 6 miesięcy, 30 kg                              7. nieokreślona , 6 miesięcy, 30 kg ;0;2;5;0
3626;227;podkarpackie;18090 Lubaczów;1809 lubaczowski;Cieszanów;Nowe Sioło;zagrożenia;50.2184;23.2347;30;16.11.2020;17.11.2020;20.11.2020;P/20/52528;RT-PCR+;1;padły/padłe;samica - 80 kg, 3 lata;1;0;0;0
3627;228;Podkarpackie;18140 Przeworsk;1814 przeworski;Sieniawa;Leżachów;zagrożenia;50.134189;22.645219;32;16.11.2020;17.11.2020;20.11.2020;P/20/52529;RT-PCR+;1;odstrzelony;M, 6 m, 25 kg;1;;;
3628;229;podkarpackie;18040 Jarosław;1804 jarosławski;Wiązownica;Wólka Zapałowska  ;zagrożenia;50.1124806;22.90215;32;16.11.2020;17.11.2020;20.11.2020;P/20/53213;RT-PCR+;1;odstrzelony;1. samica - 10 miesięcy, 20 kg ;1;0;0;0
3629;230;podkarpackie;18040 Jarosław;1804 jarosławski;Wiązownica;Surmaczówka;zagrożenia;50.120051;22.831841;32;15.11.2020;17.11.2020;20.11.2020;P/20/52532;RT-PCR+;1;odstrzelony;1. samiec - 8 miesięcy, 20 kg;1;0;0;0
3630;231;podkarpackie;18040 Jarosław;1804 jarosławski;Jarosław;Wólka Pełkińska ;zagrożenia;50.077908;22.599756;32;16.11.2020;17.11.2020;20.11.2020;P/20/52533;RT-PCR+;1;padły/padłe;1. samica - 24 miesiące, 60 kg ;1;0;0;0
3631;232;podkarpackie;18040 Jarosław;1804 jarosławski;Jarosław;Wola Buchowska ;zagrożenia;50.120804;22.625593;32;13.11.2020;17.11.2020;20.11.2020;P/20/52534;RT-PCR+;1;padły/padłe;1. samiec - 36 miesięcy , 120 kg ;0;0;1;0
