NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości
3528;1242/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Olsztynek;Tomaszyn;objęty ograniczeniami;53.6752;20.1947;32;25.10.2020;27.10.2020;04.11.2020;P/20/50003;RT-PCR+;1;odstrzelony;samiec - 12 m - 30 kg;;;;
3529;1243/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Purda;Linowo;zagrożenia;53.7284;20.5597;32;26.10.2020;30.10.2020;04.11.2020;P/20/50007;IPT+;1;odstrzelony;samica - 12 m - 13 kg;;;;
3530;1244/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Świątki;Skolity;zagrożenia;53.8930;20.2166;32;27.10.2020;30.10.2020;04.11.2020;P/20/50006;RT-PCR+;1;padły/padłe;samiec - 8 m - 40 kg;1;;;
3531;1245/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Purda;Klebark Mały;zagrożenia;53.7677;20.5605;32;27.10.2020;30.10.2020;04.11.2020;P/20/50006;RT-PCR+;1;padły/padłe;samica - 8 m - 40 kg;1;;;
3532;1246/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7854;20.4408;32;22.10.2020;28.10.2020;04.11.2020;P/20/50006;RT-PCR+;1;padły/padłe;samica - 9 m - 70 kg;1;;;
3533;1247/2020;warmińsko-mazurskie;28020 Braniewo;2802 braniewski;Lelkowo;Wyszkowo;objęty ograniczeniami;54.3375;20.1;32;01.11.2020;03.11.2020;09.11.2020;P/20/50847;IPT+;1;odstrzelony;samiec - 3 lata,65 kg;;;;
3534;1248/2020;warmińsko-mazurskie;28040 Elbląg;2861 Elbląg;Miasto Elbląg;Elbląg (Rubno);objęty ograniczeniami;54.21690;19.39835;32;31.10.2020;03.11.2020;09.11.2020;P/20/50853;IPT+;1;odstrzelony;samica - 36 m - 60 kg;;;;
3535;1249/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Młynary;Karszewo;objęty ograniczeniami;54.24154;19.64328;32;30.10.2020;03.11.2020;09.11.2020;P/20/50853;IPT+;1;odstrzelony;samiec - 36 m - 80 kg;;;;
3536;1250/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Pasłęk;Zielony Grąd;objęty ograniczeniami;54.08959;19.60908;32;29.10.2020;03.11.2020;09.11.2020;P/20/50853;IPT+;1;odstrzelony;samiec - 36 m - 80 kg;;;;
3537;1251/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Kretowiny;zagrożenia;53.881338;20.025;32;29.10.2020;03.11.2020;09.11.2020;P/20/50851;RT-PCR+;1;odstrzelony;samiec - 48 m - 70 kg;0;0;0;0
3538;107;podlaskie;20110 Sokółka;2011 sokólski;Krynki;Krynki;objęty ograniczeniami;53.2871;23.781;32;31.10.2020;02.11.2020;09.11.2020;P/20/50852;RT-PCR+;1;odstrzelony;samiec - 40 kg, 2 lata;0;0;0;0
3539;915;lubuskie;08040 Nowa Sól;0804 nowosolski;Bytom Odrzański;Tarnów Bycki;zagrożenia;51.743233;15.7985;32;26.10.2020;28.10.2020;02.11.2020;P/20/49432;RT-PCR+;1;odstrzelony;1. samiec -12mcy,30kg;1;0;0;0
3540;916;lubuskie;08040 Nowa Sól;0804 nowosolski;Bytom Odrzański;Tarnów Bycki;zagrożenia;51.74241;15.7985;32;26.10.2020;28.10.2020;02.11.2020;P/20/49432;"RT-PCR+IPT+";1;odstrzelony;1. samica -18mcy,40kg;1;0;0;0
3541;917;lubuskie;08040 Nowa Sól;0804 nowosolski;Nowa Sól;Wrociszów;zagrożenia;51.7788;15.6471;32;23.10.2020;28.10.2020;02.11.2020;P/20/49431;ELISA+IPT+;1;odstrzelony;1. samica - 24 mce,35kg;1;0;0;0
3542;918;lubuskie;08040 Nowa Sól;0804 nowosolski;Nowa Sól;Wrociszów;zagrożenia;51.7788;15.635755;32;26.10.2020;28.10.2020;02.11.2020;P/20/49431;ELISA+IPT+;1;odstrzelony;1. samica - 24 m - 36kg;1;0;0;0
3543;919;lubuskie;08040 Nowa Sól;0804 nowosolski;Kożuchów;Radwanów;objęty ograniczeniami;51.79583;15.4608;32;29.10.2020;30.10.2020;09.11.2020;P/20/50735 P/20/50728  P/20/50726;RT-PCR+;3;padły/padłe;1. samiec - 24 m - 50kg                   2. płeć nn, wiek nn,50kg                     3. samiec - 36 m-cy , 80 kg ;0;3;0;0
3544;920;lubuskie;08040 Nowa Sól;0804 nowosolski;Nowe Miasteczko;Rejów;objęty ograniczeniami;51.723407;15.754078;32;02.11.2020;04.11.2020;09.11.2020;P/20/50727;RT-PCR+;1;padły/padłe;1. samiec - 12 m - 30 kg;1;0;0;0
3545;921;lubuskie;08040 Nowa Sól;0804 nowosolski;NOWA SÓL;Nowa Sól;zagrożenia;51.789628;15.732141;32;04.11.2020;05.11.2020;09.11.2020;P/20/50793;RT-PCR+;1;odstrzelony;1. samiec - 12 m - 50 kg         ;1;0;0;0
3546;922;lubuskie;08040 Nowa Sól;0804 nowosolski;NOWA SÓL;Nowa Sól;zagrożenia;51.781478;15.736089;32;04.11.2020;05.11.2020;09.11.2020;P/20/50793;RT-PCR+;1;odstrzelony;1. samiec -12 m-cy ,40 kg    ;1;0;0;0
3547;923;lubuskie;08040 Nowa Sól;0804 nowosolski;NOWA SÓL;Nowa Sól;zagrożenia;51.79292;15.735531;32;04.11.2020;05.11.2020;09.11.2020;P/20/50793;RT-PCR+;1;odstrzelony;1. samiec - 60 m -150 kg              ;1;0;0;0
3548;924;lubuskie;08040 Nowa Sól;0804 nowosolski;NOWA SÓL;Nowa Sól;zagrożenia;51.788938;15.729309;32;04.11.2020;05.11.2020;09.11.2020;P/20/50793;RT-PCR+;1;odstrzelony;1. samica -60 m -100 kg               ;1;0;0;0
3549;925;lubuskie;08040 Nowa Sól;0804 nowosolski;NOWA SÓL;Nowa Sól;zagrożenia;51.781266;15.736046;32;04.11.2020;05.11.2020;09.11.2020;P/20/50793;RT-PCR+;1;odstrzelony;1. samiec - 12 m - 50 kg                 ;1;0;0;0
3550;926;lubuskie;08040 Nowa Sól;0804 nowosolski;NOWA SÓL;Nowa Sól;zagrożenia;51.788938;15.729309;32;04.11.2020;05.11.2020;09.11.2020;P/20/50793;RT-PCR+;1;odstrzelony;1. samiec -12 m - 50 kg  ;1;0;0;0
3551;927;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Maszewo;Rzeczyca;objęty ograniczeniami;52.167827;14.919969;32;28.10.2020;28.10.2020;09.11.2020;P/20/50729  ;RT-PCR+;2;padły/padłe;1. płeć nn, 12 m - 40 kg                     2. płeć nn, 12 m - 40 kg;0;0;0;2
3552;928;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Maszewo;Skórzyn;objęty ograniczeniami;52.101302;15.033768;32;28.10.2020;28.10.2020;09.11.2020;P/20/50729  ;RT-PCR+;1;padły/padłe;1. samica - 48 m - 90 kg;0;1;0;0
3553;49;dolnośląskie;02030 Głogów;0203 głogowski;Głogów;Sobczyce;zagrożenia;51.696985;16.07246;32;02.11.2020;03.11.2020;13.11.2020;P/20/51371;ELISA+IPT+;1;odstrzelony;1. samica - 36 m - 45 kg;0;0;0;0
3554;50;dolnośląskie;02030 Głogów;0203 głogowski;Głogów;Kulów;zagrożenia;51.748323;16.103184;32;02.11.2020;03.11.2020;13.11.2020;P/20/51416;ELISA+IPT+;1;odstrzelony;1. samica - 36 m - 60 kg;0;0;0;0
