NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;
3228;1158/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7630;20.4865;32;01.09.2020;08.09.2020;17.09.2020;P/20/41112;RT-PCR+;1;eutanazja;samiec - 2 m - 5 kg;1
3229;1159/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7557;20.5009;32;03.09.2020;08.09.2020;17.09.2020;P/20/41112;RT-PCR+;1;eutanazja;samica - 10 m - 20 kg;1
3230;1160/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Ostróda;Idzbark;objęty ograniczeniami;53.685061;20.057889;30;09.09.2020;11.09.2020;20.09.2020;P/20/41506;RT-PCR+;1;padły/padłe;1.samica - 6 m - 40 kg  ;0;0;1;0;
3231;1161/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Ostróda;Ostrowin;objęty ograniczeniami;53.651460;20.095295;30;10.09.2020;11.09.2020;20.09.2020;P/20/41506;RT-PCR+;1;padły/padłe;1.samica - 36 m - 80 kg  ;0;0;1;0;
3232;1162/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7566;20.5036;32;05.09.2020;08.09.2020;17.09.2020;P/20/41112;RT-PCR+;1;eutanazja;samica - 10 m - 20 kg;1
3233;191;podkarpackie;18090 Lubaczów;1809 lubaczowski;Horyniec-Zdrój;Horyniec-Zdrój;objęty ograniczeniami;50.1899;23.3286;32;11.09.2020;15.09.2020;22.09.2020;P/20/41942;RT-PCR+;1;padły/padłe;1. samiec - 18 m - 50 kg;;;1;;
3234;192;podkarpackie;18090 Lubaczów;1809 lubaczowski;Lubaczów;Basznia Górna;objęty ograniczeniami;50.1819;23.2968;30;15.09.2020;17.08.2020;22.09.2020;P/20/41943 P/20/41945;RT-PCR+;2;padły/padłe;1. samiec - 14 m - 40 kg 1.  nieokreślona, 14 m - 40 kg;;;2;;
3235;193;podkarpackie;18090 Lubaczów;1809 lubaczowski;Cieszanów;Doliny;zagrożenia;50.2998;23.1584;32;10.09.2020;15.09.2020;22.09.2020;P/20/41941;RT-PCR+;1;odstrzelony;1. samica - 12 m - 18 kg;
3236;796;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Krosno Odrzańskie;Łochowice;objęty ograniczeniami;52.078663;15.114072;32;05.09.2020;07.09.2020;12.09.2020;P/20/40068;RT-PCR+;1;padły/padłe;samica/6 m-cy/12 kg;1;0;0;0;
3237;797;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Struga;objęty ograniczeniami;52.119894;15.112302;32;07.09.2020;09.09.2020;12.09.2020;P/20/39995;RT-PCR+;1;padły/padłe;samica/24 m-ce/50 kg;1;0;0;0;
3238;798;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Dobrosułów;objęty ograniczeniami;52.21194;15.168602;32;07.09.2020;09.09.2020;12.09.2020;"P/20/39954P/20/39950P/20/39949";RT-PCR+;3;padły/padłe;"samica/36 m-cy/60 kg samiec/6 m-cy/15 kg samiec/6 m-cy/18 kg";3;0;0;0;
3239;799;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bobrowice;Tarnawa krośnieńska;zagrożenia;51.91861;15.17237;32;08.09.2020;09.09.2020;12.09.2020;P/20/39991;RT-PCR+;1;padły/padłe;samiec/6 m-cy/20 kg;0;0;1;0;
3240;800;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Krosno Odrzańskie;Czetowice;zagrożenia;52.0945833;15.060555;32;09.09.2020;11.09.2020;17.09.2020;P/20/41118;RT-PCR+;2;padły/padłe;"samiec/48 m-cy/90 kg samiec/6 m-cy/20 kg";0;0;2;0;
3241;801;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Budachów;objęty ograniczeniami;52.1257723;15.1080425;32;10.09.2020;11.09.2020;17.09.2020;P/20/41116;RT-PCR+;3;padły/padłe;"samica/48 m-cy/80 kg samica/24 m-ce/40 kg samiec/6 m-cy/15 kg";0;1;2;0;
3242;802;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Krosno Odrzańskie;Struga;objęty ograniczeniami;52.1024114;15.110409;32;10.09.2020;11.09.2020;17.09.2020;P/20/41116;RT-PCR+;1;padły/padłe;samiec/6 m-cy/18 kg;0;0;0;1;
3243;803;lubuskie;08080 Świebodzin;0808 świebodziński;Skąpe;Ołobok;zagrożenia;52.187373;15.420433;32;2020.09.14;2020.09.14;18.09.2020;P/20/41502;RT-PCR+;1;padły/padłe;samica -36 m - 80 kg;0;0;1;0;
3244;804;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Płoty;zagrożenia;51.9899289;15.4245425;32;2020.09.09;2020.09.11;17.09.2020;P/20/41120;RT-PCR+;2;padły/padłe;"1. samiec - 24 m - 60 kg 2. płeć nieokreślona, wiek nieokreślony, 5 kg";0;0;1;1;
3245;805;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Zielona Góra;Sucha;zagrożenia;51.882972;15.59612;32;2020.09.10;2020.09.11;17.09.2020;P/20/41120;RT-PCR+;1;padły/padłe;1. samica - 36 m - 70 kg ;0;0;1;0;
3246;806;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Świdnica;zagrożenia;51.891127;15.38089;32;2020.09.10;2020.09.11;17.09.2020;P/20/41119;RT-PCR+;1;padły/padłe;1. samica - 6 m - 20kg;0;1;0;0;
3247;807;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Letnica;zagrożenia;51.89956;15.30547053;32;2020.09.12;17.09.2020;18.09.2020;P/20/41500;RT-PCR+;1;odstrzelony;1. samiec - 12 m - 9 kg;1;0;0;0;
3248;808;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Boryń;zagrożenia;52.042357;15.332599;32;2020.09.15;2020.09.16;20.09.2020;P/20/41516;RT-PCR+;1;odstrzelony;1. samica - 36 m - 65 kg;1;0;0;0;
3249;809;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Płoty;zagrożenia;51.98717;15.41196;32;2020.09.14;2020.09.16;20.09.2020;P/20/41617;RT-PCR+;1;padły/padłe;1. samica - 12 m - 5 kg;0;1;0;0;
3250;810;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Wilkanowo;zagrożenia;51.91668;15.426;32;2020.09.14;2020.09.16;20.09.2020;"P/20/41615P/20/41650";RT-PCR+;2;padły/padłe;"1. samica - 36 m - 60 kg 2.samiec - 36 m - 70 kg ";2;0;0;0;
3251;811;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Świdnica;zagrożenia;51.892595;15.383033;32;2020.09.10;2020.09.11;18.09.2020;P/20/41499;RT-PCR+;1;padły/padłe;1. samica - 6 m - 20 kg;0;1;0;0;
3252;812;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Świdnica;zagrożenia;51.8960812;15.3975176;32;2020.09.11;2020.09.14;18.09.2020;P/20/41501;RT-PCR+;1;padły/padłe;1. samica - 36 m - 70 kg;0;0;1;0;
3253;813;lubuskie;08040 Nowa Sól;0804 nowosolski;Kożuchów;Bulin ;objęty ograniczeniami;51.726456;15.5133156;32;2020.09.11;2020.09.16;20.09.2020;P/20/41616;RT-PCR+;1;padły/padłe;samiec - 12mcy, 20kg;0;0;1;0;
3254;814;lubuskie;08040 Nowa Sól;0804 nowosolski;Kolsko;Mesze;objęty ograniczeniami;51.914118;15.936413;32;2020.09.15;2020.09.16;18.09.2020;P/20/41505;ELISA+IPT+;1;odstrzelony;samica - 36mscy, 65kg;1;0;0;0;
3255;815;lubuskie;08110 Lubsko;0811 żarski;Lubsko;Lubsko;objęty ograniczeniami;51.788502;14.935152;32;2020.09.14;2020.09.16;20.03.2020;P/20/41619;RT-PCR+;1;padły/padłe;1. samica - 36 m - 60 kg;1;0;0;0;
3256;816;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Dobrosułów;objęty ograniczeniami;52.181174;15.12823;32;2020.09.14;2020.09.16;20.09.2020;P/20/41614;RT-PCR+;1;padły/padłe;samiec/72 m-ce/100 kg;0;0;1;0;
3257;817;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Kępiny;objęty ograniczeniami;52.181094;15.0601419;32;2020.09.15;2020.09.16;20.09.2020;P/20/41614;RT-PCR+;1;padły/padłe;samica/18 m-cy/40 kg;0;1;0;0;
3258;818;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Budachów;objęty ograniczeniami;52.168201;15.051721;32;2020.09.15;2020.09.16;20.09.2020;P/20/41614;RT-PCR+;2;padły/padłe;"samiec/6 m-cy/15 kg samica/36 m-cy/70 kg ";0;2;0;0;
