NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;
3176;1148/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Gietrzwałd;Pęglity;zagrożenia;53.7163;20.2536;30;30.08.2020;02.09.2020;11.09.2020;P/20/39732;RT-PCR+;1;padły/padłe;samica - 36 m - 60 kg;1
3177;1149/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Purda;Ostrzeszewo;zagrożenia;53.7646;20.5435;32;31.08.2020;02.09.2020;11.09.2020;P/20/39732;RT-PCR+;1;padły/padłe;nieokreślona, 6 m-cy ,30 kg;;1;;;
3178;2214/153;mazowieckie;14030 Garwolin;1403 garwoliński;Sobolew;Godzisz;zagrożenia;51.692889;21.671917;32;09.09.2020;10.09.2020;12.09.2020;P/20/41040;RT-PCR+;1;padły/padłe;1. samica - 12 m - 60kg;0;0;1;1;
3179;2215/154;mazowieckie;14080;1408 legionowski;Jabłonna;Rajszew;objęty ograniczeniami;52.39406;20.85033;32;03.09.2020;07.09.2020;12.09.2020;P/20/40009;IPT+;1;odstrzelony;1. samica 36 m - 50 kg;0;0;0;0;
3180;620;lubelskie;06200 Zamość;0620 zamojski;Szczebrzeszyn;Brody Duże;zagrożenia;50.69;22.9911;32;23.08.2020;25.08.2020;31.08.2020;P/20/37752;RT-PCR+;1;odstrzelony;samiec - 6 m - 15 kg;0;0;0;;
3181;621;lubelskie;06040 Hrubieszów;0604 hrubieszowski;Hrubieszów;Szpikołosy;zagrożenia;50.8717;23.9293;32;24.08.2020;25.08.2020;31.08.2020;P/20/37753;RT-PCR+;1;padły/padłe;samica - 12 m - 25 kg;1;0;0;;
3182;622;lubelskie;06180 Tomaszów Lubelski;0618 tomaszowski (lubelski);Tomaszów Lubelski;Pasieki;zagrożenia;50.4444;23.3869;32;21.08.2020;25.08.2020;31.08.2020;P/20/37791;RT-PCR+;1;padły/padłe;samica - 24 m - 65 kg;1;0;0;;
3183;623;lubelskie;06180 Tomaszów Lubelski;0618 tomaszowski (lubelski);Susiec;Łosiniec;zagrożenia;50.4236;23.2962;30;24.08.2020;27.08.2020;01.09.2020;P/20/38064;RT-PCR+;1;padły/padłe;samiec - 36 m - 120 kg;0;0;1;;
3184;624;lubelskie;06140 Puławy;0614 puławski;Puławy;Puławy;objęty ograniczeniami;51.398;21.9868;32;28.08.2020;29.08.2020;01.09.2020;P/20/38072;RT-PCR+;1;padły/padłe;b.d., 6 m - 15 kg;1;0;0;;
3185;625;lubelskie;06020 Biłgoraj;0602 biłgorajski;Tarnogród;Wola Różaniecka;zagrożenia;50.3076;22.7586;32;30.08.2020;01.09.2020;03.09.2020;P/20/38430;ELISA+IPT+;1;odstrzelony;samica - 6 m - 17 kg;0;0;0;;
3186;626;lubelskie;06020 Biłgoraj;0602 biłgorajski;Tereszpol;Tereszpol;zagrożenia;50.5715;22.9396;32;30.08.2020;01.09.2020;03.09.2020;P/20/38430;ELISA+IPT+;1;odstrzelony;samiec - 24 m - 60 kg;0;0;0;;
3187;627;lubelskie;06020 Biłgoraj;0602 biłgorajski;Biłgoraj;Kajetanówka;zagrożenia;50.6212;22.8216;32;30.08.2020;01.09.2020;03.09.2020;P/20/38430;ELISA+IPT+;1;odstrzelony;samiec - 6 m - 18 kg ;0;0;0;;
3188;628;lubelskie;06040 Hrubieszów;0604 hrubieszowski;Hrubieszów;Szpikołosy;zagrożenia;50.8913;23.9202;32;28.08.2020;01.09.2020;03.09.2020;P/20/38473;RT-PCR+;1;padły/padłe;samica - 12 m - 25 kg;1;0;0;;
3189;629;lubelskie;06200 Zamość;0620 zamojski;Zwierzyniec;Kosobudy;zagrożenia;50.6349;23.0087;32;27.08.2020;31.08.2020;03.09.2020;P/20/38475;RT-PCR+;2;padły/padłe;1. b.d., 24 m - 40 kg 2. b.d. 24 m - 50 kg;0;0;2;;
3190;630;lubelskie;06200 Zamość;0620 zamojski;Szczebrzeszyn;Brody Duże;zagrożenia;50.7;23.0074;32;27.08.2020;31.08.2020;07.09.2020;P/20/39045;RT-PCR+;1;odstrzelony;samiec - 24 m - 50 kg;0;0;0;;
3191;631;lubelskie;06200 Zamość;0620 zamojski;Zwierzyniec;Żurawnica;zagrożenia;50.632;22.9951;32;27.08.2020;31.08.2020;07.09.2020;P/20/39045;RT-PCR+;1;odstrzelony;samiec - 24 m - 60 kg;0;0;0;;
3192;632;lubelskie;06010 Biała Podlaska;0601 bialski;Biała Podlaska;Woroniec;objęty ograniczeniami;52.0411;22.9338;32;28.08.2020;02.09.2020;05.09.2020;P/20/38785;IPT+;1;odstrzelony;samica - 24 m - 50 kg;0;0;0;;
3193;633;lubelskie;06150 Radzyń Podlaski;0615 radzyński;Komarówka Podlaska;Żelizna;objęty ograniczeniami;51.8816;22.968;32;03.09.2020;03.09.2020;07.09.2020;P/20/39050;ELISA+IPT+;1;odstrzelony;samica - 24 m - 70 kg;0;0;0;;
3194;634;lubelskie;06030 Chełm;0603 chełmski;Wojsławice;Majdan Stary;objęty ograniczeniami;50.9086;23.4997;32;31.08.2020;03.09.2020;08.09.2020;P/20/39057;IPT+;1;odstrzelony;samiec - 6 m - 13 kg;0;0;0;;
3195;635;lubelskie;06140 Puławy;0614 puławski;Puławy;Puławy;objęty ograniczeniami;51.3913;21.9918;32;04.09.2020;07.09.2020;09.09.2020;P/20/39377 P/20/39378;RT-PCR+;2;padły/padłe;1. b.d., 24 m - 40 kg 2. b.d. 24 m - 60 kg;2;0;0;;
3196;636;lubelskie;06100 Łęczna;0610 łęczyński;Ludwin;Zezulin Pierwszy;zagrożenia;51.3682;22.8398;32;05.09.2020;07.09.2020;09.09.2020;P/20/39424;ELISA+IPT+;1;odstrzelony;samica - 36 m - 85 kg;0;0;0;;
3197;190;podkarpackie;18120 Nisko;1812 niżański;Krzeszów;Krzeszów Dolny;objęty ograniczeniami;50.379861;22.352611;32;09.09.2020;09.09.2020;13.09.2020;"P/20/40126 (13.09.2020) P/20/40402 (14.09.2020)";"RT-PCR+IPT+";1;odstrzelony;1. samiec - 12 m - 18 kg;
3198;780;lubuskie;08080 Świebodzin;0808 świebodziński;Łagów;Niedźwiedż;objęty ograniczeniami;52.231482;15.288365;32;01.09.2020;04.09.2020;10.09.2020;P/20/39532;RT-PCR+;1;padły/padłe;samiec - 24 m - 50 kg;0;0;0;1;
3199;781;lubuskie;08040 Nowa Sól;0804 nowosolski;Otyń;Modrzyca;zagrożenia;51.8245324233;15.7449531555;32;01.09.2020;04.09.2020;10.09.2020;P/20/39531;ELISA+IPT+;1;odstrzelony;samica - 12 mcy, 14kg;1;0;0;0;
3200;782;lubuskie;08040 Nowa Sól;0804 nowosolski;Otyń;Modrzyca;zagrożenia;51.8292005403;15.7447814941;32;01.09.2020;04.09.2020;10.09.2020;P/20/39531;ELISA+IPT+;1;odstrzelony;samica - 60mcy,84kg;1;0;0;0;
3201;783;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Czerwieńsk;zagrożenia;52.03671;15.379706;32;31.08.2020;04.09.2020;10.09.2020;P/20/39533;RT-PCR+;2;padły/padłe;"1. płeć nieokreślona, wiek nieokreślony, 15kg 2.płeć nieokreślona, wiek nieokreślona, 5 kg";0;0;0;2;
3202;784;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Płoty;zagrożenia;51.986157;15.423879;32;02.09.2020;04.09.2020;10.09.2020;P/20/39533;RT-PCR+;2;padły/padłe;"1. samica - 36 m - 70 kg 2.samiec - 36-m - 60 kg";0;0;2;0;
3203;785;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Czerwieńsk;zagrożenia;51.989585;15.380317;32;04.09.2020;07.09.2020;12.09.2020;P/20/40070;RT-PCR+;1;padły/padłe;1. płeć nieokreślona, wiek nieokreślony, 2kg;0;0;0;1;
3204;786;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Leśniów Wielki;zagrożenia;51.989315;15.32583;32;07.09.2020;09.09.2020;12.09.2020;P/20/40005;RT-PCR+;1;padły/padłe;1. samica - 24 m - 40 kg;1;0;0;0;
3205;787;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Zawisza;zagrożenia;52.128168;15.309548;32;04.09.2020;04.09.2020;10.09.2020;P/20/39534;RT-PCR+;1;padły/padłe;1. samiec - 72 m - 100kg;0;1;0;0;
3206;788;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Sulechów;Boryń;zagrożenia;52.050556;15.570312;32;05.09.2020;07.09.2020;12.09.2020;P/20/40069;RT-PCR+;1;padły/padłe;1. samica - 48 m - 100kg;0;1;0;0;
3207;789;lubuskie;081201 Sława;0812 wschowski;Sława;Szreniawa ;objęty ograniczeniami;51.91826;16.09193;32;02.09.2020;09.09.2020;14.09.2020;P/20/40397;"RT-PCR+IPT+";1;odstrzelony;1.samiec/do 3 lat/50kg                                                                                                                                     ;1;0;0;0;
3208;1150/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Młynary;Stare Monasterzysko;objęty ograniczeniami;54.22146829;19.6591170353;32;04.09.2020;08.09.2020;17.09.2020;P/20/40937;IPT+;1;odstrzelony;1. samiec - 24 m - 58 kg           ;
