NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;;
1115;315/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Tolkmicko;Święty Kamień;objęty ograniczeniami;54.334722;19.616583;30;05.02.2020;10.02.2020;17.02.2020;P/20/07188;RT-PCR+;1;padły/padłe;1. samiec - 24 m - 50 kg;1;;;
1116;316/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Tolkmicko;Łęcze;objęty ograniczeniami;54.253694;19.483611;30;06.02.2020;10.02.2020;17.02.2020;P/20/07188;RT-PCR+;2;padły/padłe;"1. samica -6 m - 15 kg,2. samica - 18 m - 40 kg";1;1;;
1117;317/2020;warmińsko-mazurskie;28040 Elbląg;2861 Elbląg;M. Elbląg;Krasny Las;objęty ograniczeniami;54.228197;19.450656;30;08.02.2020;12.02.2020;17.02.2020;P/20/07188;RT-PCR+;1;padły/padłe;1. samica - 36 m - 60 kg;1;;;
1118;318/2020;warmińsko-mazurskie;28040 Elbląg;2861 Elbląg;M. Elbląg;Dąbrowa;objęty ograniczeniami;54.191861;19.475500;30;10.02.2020;11.02.2020;17.02.2020;P/20/07188;RT-PCR+;1;padły/padłe;1. samiec - 36 m - 90 kg;1;
1119;319/2020;warmińsko-mazurskie;28040 Elbląg;2861 Elbląg;M. Elbląg;Elbląg;objęty ograniczeniami;54.195722;19.425361;30;06.02.2020;10.02.2020;17.02.2020;P/20/07188;RT-PCR+;1;padły/padłe;1. samica - 12 m - 30 kg;;1
1120;320/2020;warmińsko-mazurskie;28040 Elbląg;2861 Elbląg;M. Elbląg;Krasny Las;objęty ograniczeniami;54.222028;19.445194;30;06.02.2020;10.02.2020;17.02.2020;P/20/07188;RT-PCR+;2;padły/padłe;"1. samica - 12 m - 20 kg,2. samica - 18 m - 30 kg";;1;;1;;
1121;321/2020;warmińsko-mazurskie;28040 Elbląg;2861 Elbląg;M. Elbląg;Próchnik;objęty ograniczeniami;54.236550;19.436047;30;08.02.2020;12.02.2020;17.02.2020;P/20/07188;RT-PCR+;4;padły/padłe;"1. samica - 36 m - 60 kg,2. płeć nieokreślona. 36 m - 50 kg,3. samica - 36 m - 80 kg,4. samica - 36 m - 50 kg";2;1;;1;;
1122;322/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Małdyty;Małdyty;zagrożenia;53.911944;19.765528;30;10.02.2020;14.02.2020;20.02.2020;P/20/07761;RT-PCR+;3;padły/padłe;"1. płeć nieokreślona. 12 m - 25 kg,2. płeć nieokreślona. 36 m - 80 kg, 3. płeć nieokreślona. 12 m - 30 kg";;3
1123;323/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Małdyty;Małdyty;zagrożenia;53.918442;19.765108;30;10.02.2020;14.02.2020;20.02.2020;P/20/07761;RT-PCR+;3;padły/padłe;"1. samiec - 60 m - 80 kg,2. samiec - 60 m - 70 kg,3. płeć nieokreślona. 12 m - 35 kg";;3
1124;324/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Strużyna;zagrożenia;53.991861;19.975278;30;11.02.2020;14.02.2020;20.02.2020;P/20/07761;RT-PCR+;1;padły/padłe;1. płeć nieokreślona. 24 m-ce. 60 kg;;;1;;;
1125;325/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Niebrzydowo Wielkie;zagrożenia;53.981333;19.994972;30;11.02.2020;14.02.2020;20.02.2020;P/20/07761;RT-PCR+;2;padły/padłe;"1. płec nieokreślona. 12 m - 25 kg,2. płeć nieokreślona. 12 m - 25 kg";;2
1126;85;podkarpackie;18120 Nisko;1812 niżański;Ulanów;Bieliny;objęty ograniczeniami;50.439833;22.310972;30;01.03.2020;02.03.2020;09.03.2020;P/20/10558;RT-PCR+;1;padły/padłe;1. płeć nieokreślona. 48 m - 70 kg;;;1;;;
1127;86;podkarpackie;18080 Leżajsk;1808 leżajski;Kuryłówka;Kulno;objęty ograniczeniami;50.340389;22.467806;30;02.03.2020;04.03.2020;09.03.2020;P/20/10634;RT-PCR+;1;padły/padłe;1. samica - 12 m - 40 kg;1;
1128;87;podkarpackie;18080 Leżajsk;1808 leżajski;Kuryłówka;Kuryłówka;objęty ograniczeniami;50.300806;22.515139;30;03.03.2020;04.03.2020;09.03.2020;P/20/10634;RT-PCR+;1;padły/padłe;1. samica - 24 m - 60 kg;1;
1129;88;podkarpackie;18080 Leżajsk;1808 leżajski;Kuryłówka;Kuryłówka;objęty ograniczeniami;50.300556;22.521056;30;03.03.2020;04.03.2020;09.03.2020;P/20/10634;RT-PCR+;1;padły/padłe;1. samica - 24 m - 80 kg;1;
1130;89;podkarpackie;18090 Lubaczów;1809 lubaczowski;Narol;Huta Różaniecka;zagrożenia;50.3627;23.1938;32;24.02.2020;03.03.2020;09.03.2020;P/20/10564;"RT-PCR+IPT+";1;odstrzelony;1. samiec - 10 m - 15 kg;;
1131;90;podkarpackie;18090 Lubaczów;1809 lubaczowski;Narol;Łówcza;zagrożenia;50.3059;23.3008;32;27.02.2020;03.03.2020;09.03.2020;P/20/10564;IPT+;1;odstrzelony;1. samiec - 12 m - 28 kg;;
1132;91;podkarpackie;18200 Tarnobrzeg;1864 Tarnobrzeg;M. Tarnobrzeg;Tarnobrzeg;objęty ograniczeniami;50.5640556;21.6854722;32;03.03.2020;04.03.2020;09.03.2020;P/20/10635;RT-PCR+;1;padły/padłe;1. samica - 36 m - 100 kg1;;
1133;47;podlaskie;20030 Bielsk Podlaski;2003 bielski (podlaski);Bielsk Podlaski;Stryki;zagrożenia;52.79039;23.04108;32;28.02.2020;28.02.2020;10.03.2020;P/20/10852;RT-PCR+;1;padły/padłe;1. samiec - 18 m - 60 kg;0;0;1;0;;
